,Id,Model_Name,Model_Year,Brand_Name,Delaer_Name,Certified,Certified_Group,Deal,Mileage,Rating,Rating_Group,Review,Price,Price_Group
533,533,2007 Saturn Sky Base,2007,Saturn,Nissan of Omaha,Used,Used,Fair Deal,34447,4.4,Four Star,171.0,14667,Low Price
534,534,2018 Toyota Tundra Platinum,2018,Toyota,Village Pointe Toyota,Used,Used,Great Deal,121879,4.6,Four Star,2731.0,30500,Low Price
535,535,2019 Toyota 4Runner Sport,2019,Toyota,Village Pointe Toyota,Used,Used,Good Deal,59475,4.6,Four Star,2731.0,37000,Low Price
536,536,2021 Toyota Camry XLE,2021,Toyota,Village Pointe Toyota,Used,Used,Good Deal,48566,4.6,Four Star,2731.0,29000,Low Price
537,537,2015 Cadillac ATS 2.0L Turbo Luxury,2015,Cadillac,Allegiant Automotive,Used,Used,Great Deal,79480,0.0,Bad,0.0,13999,Low Price
538,538,2021 BMW 530 i xDrive,2021,BMW,Baxter Ford West Dodge,Used,Used,Good Deal,19301,4.3,Four Star,324.0,37000,Low Price
539,539,2017 Volkswagen Golf GTI Autobahn 4-Door,2017,Volkswagen,Copple Chevrolet GMC,Used,Used,Great Deal,89645,5.0,Five Star,83.0,18495,Low Price
540,540,2021 GMC Sierra 1500 AT4,2021,GMC,Copple Chevrolet GMC,GMC Certified,Brand_New,Great Deal,39995,5.0,Five Star,83.0,49500,Low Price
541,541,2016 Jeep Renegade Trailhawk,2016,Jeep,James River Chrysler Dodge Jeep Ram,Used,Used,Great Deal,143206,3.6,Three Star,13.0,11584,Low Price
542,542,2022 Chevrolet Tahoe Z71,2022,Chevrolet,Victory Chevrolet GMC Paola,Used,Used,Great Deal,24208,2.3,Two Star,47.0,61995,Medium Price
543,543,2016 GMC Yukon SLT,2016,GMC,Victory Chevrolet GMC Paola,Used,Used,Great Deal,178126,2.3,Two Star,47.0,19621,Low Price
544,544,2013 Mazda CX-9 Grand Touring,2013,Mazda,Victory Chevrolet GMC Paola,Used,Used,Great Deal,95674,2.3,Two Star,47.0,10500,Low Price
545,545,2023 Mazda Mazda3 2.5 Turbo AWD,2023,Mazda,Freeman Mazda,New,New,Other Deal,0,0.0,Bad,390.0,34245,Low Price
546,546,2015 Acura TLX V6 Tech,2015,Acura,Victory Chevrolet GMC Paola,Used,Used,Good Deal,88646,2.3,Two Star,47.0,17121,Low Price
547,547,1998 Pontiac Firebird Formula,1998,Pontiac,Taylor Motor Company,Used,Used,Good Deal,33349,0.0,Bad,8.0,21500,Low Price
548,548,2021 Volkswagen Atlas 3.6 V6 SEL,2021,Volkswagen,Maguire Toyota of Grand Island,Used,Used,Great Deal,20081,4.6,Four Star,234.0,36899,Low Price
549,549,2007 Jeep Commander Limited,2007,Jeep,Basil Ford of Niagara Falls,Used,Used,Fair Deal,79813,3.8,Three Star,249.0,12999,Low Price
550,550,2015 Mercedes-Benz C-Class C 300,2015,Mercedes-Benz,Gretna Auto Outlet,Used,Used,Fair Deal,99719,4.6,Four Star,488.0,18988,Low Price
551,551,2018 GMC Yukon XL Denali,2018,GMC,Gretna Auto Outlet,Used,Used,Great Deal,141559,4.6,Four Star,488.0,34988,Low Price
552,552,2019 Toyota Highlander Hybrid ,2019,Toyota,Gretna Auto Outlet,Used,Used,Good Deal,95715,4.6,Four Star,488.0,33988,Low Price
553,553,2014 Chevrolet Silverado 1500 LT,2014,Chevrolet,Gretna Auto Outlet,Used,Used,Fair Deal,146798,4.6,Four Star,488.0,19988,Low Price
554,554,2019 Subaru Forester ,2019,Subaru,Gretna Auto Outlet,Used,Used,Good Deal,70089,4.6,Four Star,488.0,21988,Low Price
555,555,2019 Subaru WRX Base,2019,Subaru,Gretna Auto Outlet,Used,Used,Fair Deal,40154,4.6,Four Star,488.0,29988,Low Price
556,556,2018 Dodge Journey GT,2018,Dodge,Gretna Auto Outlet,Used,Used,Good Deal,98059,4.6,Four Star,488.0,18988,Low Price
557,557,2016 Ford F-150 ,2016,Ford,Gretna Auto Outlet,Used,Used,Great Deal,110954,4.6,Four Star,488.0,25988,Low Price
558,558,2017 Chevrolet Suburban Premier,2017,Chevrolet,Gretna Auto Outlet,Used,Used,Great Deal,132852,4.6,Four Star,488.0,32988,Low Price
559,559,2020 Jeep Grand Cherokee Limited,2020,Jeep,Gretna Auto Outlet,Used,Used,Fair Deal,40228,4.6,Four Star,488.0,38488,Low Price
560,560,2016 BMW 528 i xDrive,2016,BMW,Gretna Auto Outlet,Used,Used,Good Deal,105113,4.6,Four Star,488.0,18988,Low Price
561,561,2016 BMW X5 xDrive50i,2016,BMW,Gretna Auto Outlet,Used,Used,Great Deal,52039,4.6,Four Star,488.0,29988,Low Price
562,562,2017 Ford Expedition Limited,2017,Ford,Gretna Auto Outlet,Used,Used,Good Deal,119397,4.6,Four Star,488.0,24988,Low Price
563,563,2016 GMC Yukon XL Denali,2016,GMC,Gretna Auto Outlet,Used,Used,Good Deal,144878,4.6,Four Star,488.0,29988,Low Price
564,564,1997 Chevrolet 2500 BASE,1997,Chevrolet,Gretna Auto Outlet,Used,Used,Good Deal,112268,4.6,Four Star,488.0,17988,Low Price
565,565,2016 Subaru Crosstrek 2.0i Premium,2016,Subaru,Gretna Auto Outlet,Used,Used,Fair Deal,78955,4.6,Four Star,488.0,21988,Low Price
566,566,2024 Volkswagen Atlas 2.0T SEL,2024,Volkswagen,Hendrick Volkswagen Frisco,New,New,Other Deal,0,0.0,Bad,390.0,51389,Medium Price
567,567,2016 Jeep Renegade Limited,2016,Jeep,Gretna Auto Outlet,Used,Used,Good Deal,131117,4.6,Four Star,488.0,14988,Low Price
568,568,2011 Toyota Sienna ,2011,Toyota,Gretna Auto Outlet,Used,Used,Great Deal,193660,4.6,Four Star,488.0,9988,Low Price
569,569,2014 Tesla Model S Base,2014,Tesla,Gretna Auto Outlet,Used,Used,Good Deal,63173,4.6,Four Star,488.0,26988,Low Price
570,570,2017 Jeep Compass Sport,2017,Jeep,Gretna Auto Outlet,Used,Used,Good Deal,86669,4.6,Four Star,488.0,16988,Low Price
571,571,2016 Chevrolet Tahoe LT,2016,Chevrolet,Gretna Auto Outlet,Used,Used,Good Deal,94429,4.6,Four Star,488.0,30988,Low Price
572,572,2016 Land Rover Range Rover Sport Supercharged HSE,2016,Land,Gretna Auto Outlet,Used,Used,Great Deal,81508,4.6,Four Star,488.0,29988,Low Price
573,573,2020 Jeep Gladiator Rubicon,2020,Jeep,Gretna Auto Outlet,Used,Used,Good Deal,51213,4.6,Four Star,488.0,43988,Low Price
574,574,2015 Jeep Cherokee Latitude,2015,Jeep,Gretna Auto Outlet,Used,Used,Fair Deal,115359,4.6,Four Star,488.0,16988,Low Price
575,575,2015 Buick Encore Leather,2015,Buick,Gretna Auto Outlet,Used,Used,Good Deal,66722,4.6,Four Star,488.0,16488,Low Price
576,576,2016 Chevrolet Silverado 3500 LTZ,2016,Chevrolet,Gretna Auto Outlet,Used,Used,Fair Deal,111355,4.6,Four Star,488.0,49988,Low Price
577,577,2013 Cadillac Escalade ESV Platinum Edition,2013,Cadillac,Gretna Auto Outlet,Used,Used,Good Deal,137258,4.6,Four Star,488.0,22988,Low Price
578,578,2017 GMC Sierra 2500 Denali,2017,GMC,Gretna Auto Outlet,Used,Used,Good Deal,125742,4.6,Four Star,488.0,40988,Low Price
579,579,2019 Mazda CX-9 Signature,2019,Mazda,Gretna Auto Outlet,Used,Used,Good Deal,39426,4.6,Four Star,488.0,30988,Low Price
580,580,2020 Land Rover Discovery Sport S,2020,Land,Gretna Auto Outlet,Used,Used,Good Deal,26575,4.6,Four Star,488.0,29988,Low Price
581,581,2016 Ford Explorer Sport,2016,Ford,Gretna Auto Outlet,Used,Used,Good Deal,139404,4.6,Four Star,488.0,19988,Low Price
582,582,2017 GMC Acadia Denali,2017,GMC,Gretna Auto Outlet,Used,Used,Good Deal,86371,4.6,Four Star,488.0,25988,Low Price
583,583,2015 Volkswagen Passat ,2015,Volkswagen,Gretna Auto Outlet,Used,Used,Good Deal,97316,4.6,Four Star,488.0,14988,Low Price
584,584,2016 Chevrolet Suburban LTZ,2016,Chevrolet,Gretna Auto Outlet,Used,Used,Great Deal,153539,4.6,Four Star,488.0,25988,Low Price
585,585,2016 Ford Explorer Sport,2016,Ford,Gretna Auto Outlet,Used,Used,Good Deal,158603,4.6,Four Star,488.0,17988,Low Price
586,586,2018 Chevrolet Silverado 2500 LT,2018,Chevrolet,Gretna Auto Outlet,Used,Used,Great Deal,121812,4.6,Four Star,488.0,31988,Low Price
587,587,2024 BMW X7 M60i,2024,BMW,BMW of Gwinnett Place,New,New,Other Deal,0,0.0,Bad,390.0,118395,High Price
588,588,2018 Chevrolet Silverado 2500 LTZ,2018,Chevrolet,Gretna Auto Outlet,Used,Used,Good Deal,142495,4.6,Four Star,488.0,42988,Low Price
589,589,2014 Honda CR-V EX-L,2014,Honda,Gretna Auto Outlet,Used,Used,Fair Deal,120821,4.6,Four Star,488.0,17988,Low Price
590,590,2013 Lexus GS 350 Base,2013,Lexus,Gretna Auto Outlet,Used,Used,Good Deal,116935,4.6,Four Star,488.0,19988,Low Price
591,591,2012 Jeep Wrangler Unlimited Sahara,2012,Jeep,Gretna Auto Outlet,Used,Used,Good Deal,102495,4.6,Four Star,488.0,23988,Low Price
592,592,2016 Jeep Wrangler Unlimited Sport,2016,Jeep,Gretna Auto Outlet,Used,Used,Good Deal,102956,4.6,Four Star,488.0,26988,Low Price
593,593,2015 GMC Sierra 3500 Denali,2015,GMC,Gretna Auto Outlet,Used,Used,Good Deal,129391,4.6,Four Star,488.0,44988,Low Price
594,594,2018 Subaru Impreza 2.0i Premium,2018,Subaru,Gretna Auto Outlet,Used,Used,Good Deal,68829,4.6,Four Star,488.0,19988,Low Price
595,595,2019 Ford Expedition Limited,2019,Ford,Gretna Auto Outlet,Used,Used,Good Deal,91340,4.6,Four Star,488.0,39988,Low Price
596,596,2015 GMC Yukon XL Denali,2015,GMC,Gretna Auto Outlet,Used,Used,Good Deal,113219,4.6,Four Star,488.0,31988,Low Price
597,597,2016 Ford Escape SE,2016,Ford,Gretna Auto Outlet,Used,Used,Good Deal,70606,4.6,Four Star,488.0,16988,Low Price
598,598,2015 GMC Sierra 1500 SLT,2015,GMC,Gretna Auto Outlet,Used,Used,Great Deal,47266,4.6,Four Star,488.0,34988,Low Price
599,599,2016 Buick Enclave Premium,2016,Buick,Gretna Auto Outlet,Used,Used,Great Deal,156494,4.6,Four Star,488.0,14988,Low Price
600,600,2015 Honda Odyssey EX-L,2015,Honda,Gretna Auto Outlet,Used,Used,Good Deal,126374,4.6,Four Star,488.0,17988,Low Price
601,601,2017 Lincoln MKX Select,2017,Lincoln,Gretna Auto Outlet,Used,Used,Great Deal,96891,4.6,Four Star,488.0,21988,Low Price
602,602,2019 Ford F-250 Lariat,2019,Ford,James River Ford,Used,Used,Good Deal,16102,2.9,Two Star,13.0,58795,Medium Price
603,603,2021 GMC Yukon Denali,2021,GMC,James River Ford,Used,Used,Good Deal,46518,2.9,Two Star,13.0,64384,Medium Price
604,604,2020 Lincoln Aviator Black Label AWD,2020,Lincoln,James River Ford,Used,Used,Great Deal,33407,2.9,Two Star,13.0,58776,Medium Price
605,605,2016 Lexus ES 350 Base,2016,Lexus,North Knoxville Chrysler Dodge Jeep Ram,Used,Used,Good Deal,103892,2.3,Two Star,26.0,19985,Low Price
606,606,2016 Ford F-350 XLT,2016,Ford,North Knoxville Chrysler Dodge Jeep Ram,Used,Used,Fair Deal,121037,2.3,Two Star,26.0,31985,Low Price
607,607,2018 Ford Expedition Max Limited,2018,Ford,Mills Ford Brainerd,Used,Used,Good Deal,96891,0.0,Bad,299.0,33899,Low Price
608,608,2023 Mazda Mazda3 AWD w/Premium Package,2023,Mazda,Passport Mazda,New,New,Other Deal,0,0.0,Bad,390.0,31267,Low Price
609,609,2022 Ford Maverick XL,2022,Ford,Corwin Ford Lincoln Republic,Ford Certified,Brand_New,Good Deal,17381,4.3,Four Star,73.0,31900,Low Price
610,610,2019 Lexus RX 350 350,2019,Lexus,John Roberts Nissan,Used,Used,Fair Deal,12844,4.7,Four Star,274.0,39736,Low Price
611,611,2017 Lexus RX 350 350,2017,Lexus,John Roberts Nissan,Used,Used,Good Deal,85049,4.7,Four Star,274.0,26898,Low Price
612,612,2019 Toyota 4Runner Limited Nightshade,2019,Toyota,John Roberts Nissan,Used,Used,Fair Deal,35818,4.7,Four Star,274.0,41963,Low Price
613,613,2021 Lexus RX 350 Base,2021,Lexus,John Roberts Nissan,Used,Used,Fair Deal,64614,4.7,Four Star,274.0,38110,Low Price
614,614,2015 GMC Yukon Denali,2015,GMC,John Roberts Nissan,Used,Used,Fair Deal,115893,4.7,Four Star,274.0,27975,Low Price
615,615,2019 Ford F-250 Lariat,2019,Ford,John Roberts Nissan,Used,Used,Fair Deal,113980,4.7,Four Star,274.0,50804,Medium Price
616,616,2023 Toyota GR Corolla ,2023,Toyota,John Roberts Toyota,Toyota Certified,Brand_New,Good Deal,1296,4.7,Four Star,290.0,44430,Low Price
617,617,2022 Toyota RAV4 Hybrid SE,2022,Toyota,John Roberts Toyota,Toyota Certified,Brand_New,Good Deal,25506,4.7,Four Star,290.0,34145,Low Price
618,618,2021 RAM 1500 Laramie,2021,RAM,Towne Chrysler Dodge Jeep Ram,RAM Certified,Brand_New,Great Deal,26917,0.0,Bad,10.0,44777,Low Price
619,619,2017 Hyundai Tucson SE,2017,Hyundai,Towne Chrysler Dodge Jeep Ram,Used,Used,Good Deal,50737,0.0,Bad,10.0,17651,Low Price
620,620,2022 RAM 1500 Longhorn,2022,RAM,Towne Chrysler Dodge Jeep Ram,RAM Certified,Brand_New,Good Deal,18783,0.0,Bad,10.0,56265,Medium Price
621,621,2012 Lexus RX 450h Base,2012,Lexus,Towne Chrysler Dodge Jeep Ram,Used,Used,Fair Deal,90351,0.0,Bad,10.0,16551,Low Price
622,622,2017 Lexus LX 570 Base,2017,Lexus,Lexus of Knoxville,Used,Used,Good Deal,81390,4.1,Four Star,1039.0,54690,Medium Price
623,623,2022 BMW M550 i xDrive,2022,BMW,AutoNation Honda West Knoxville,Used,Used,Great Deal,11728,4.8,Four Star,2626.0,62987,Medium Price
624,624,2020 BMW Z4 sDrive30i,2020,BMW,Grayson BMW,Used,Used,Fair Deal,34858,4.3,Four Star,357.0,42426,Low Price
625,625,2023 BMW X5 M Base,2023,BMW,Grayson BMW,Used,Used,Good Deal,3929,4.3,Four Star,357.0,103127,High Price
626,626,2016 BMW M2 Base,2016,BMW,Grayson BMW,Used,Used,Fair Deal,57632,4.3,Four Star,357.0,39843,Low Price
627,627,2022 Porsche Macan Base,2022,Porsche,Harper Porsche,Porsche Certified,Brand_New,Great Deal,5762,5.0,Five Star,148.0,57705,Medium Price
628,628,2018 Audi A7 3.0T Premium Plus,2018,Audi,Harper Audi,Used,Used,Fair Deal,79615,4.6,Four Star,365.0,27463,Low Price
629,629,2023 Ford Bronco Big Bend,2023,Ford,Sunrise Ford of North Hollywood,New,New,Other Deal,0,0.0,Bad,390.0,58070,Medium Price
630,630,2011 MINI Cooper S Countryman Base,2011,MINI,Grayson Hyundai Subaru,Used,Used,Good Deal,123733,1.9,One Star,507.0,7999,Low Price
631,631,2022 Jeep Wrangler Unlimited Sahara,2022,Jeep,Jim Cogdill Chrysler Dodge Jeep RAM,Jeep Certified,Brand_New,Great Deal,14393,2.5,Two Star,227.0,45900,Low Price
632,632,2018 Honda Accord Touring,2018,Honda,Jim Cogdill Chrysler Dodge Jeep RAM,Used,Used,Good Deal,32709,2.5,Two Star,227.0,25552,Low Price
633,633,2022 Tesla Model 3 Performance,2022,Tesla,Jim Cogdill Chrysler Dodge Jeep RAM,Used,Used,Great Deal,19461,2.5,Two Star,227.0,44900,Low Price
634,634,2014 Buick LaCrosse Premium 1,2014,Buick,West Herr Toyota of Orchard Park,Used,Used,Good Deal,96529,4.8,Four Star,843.0,14397,Low Price
635,635,2022 Lexus GX 460 Base,2022,Lexus,West Herr Toyota of Orchard Park,Used,Used,Good Deal,13887,4.8,Four Star,843.0,56413,Medium Price
636,636,2023 Cadillac Escalade V-Series,2023,Cadillac,Stan McNabb Chevrolet Buick GMC Cadillac,Used,Used,Great Deal,861,4.6,Four Star,903.0,176990,High Price
637,637,2017 Jeep Grand Cherokee Trailhawk,2017,Jeep,Towne Auto Group Southwestern Blvd,Used,Used,Good Deal,128758,0.0,Bad,2.0,20899,Low Price
638,638,2019 Mercedes-Benz A-Class A 220 4MATIC,2019,Mercedes-Benz,Towne Auto Group Southwestern Blvd,Used,Used,Good Deal,10492,0.0,Bad,2.0,30610,Low Price
639,639,2021 Ford F-150 XL,2021,Ford,Towne Auto Group Southwestern Blvd,Used,Used,Good Deal,9582,0.0,Bad,2.0,38809,Low Price
640,640,2020 Ford F-350 Lariat Super Duty,2020,Ford,Towne Auto Group Southwestern Blvd,Used,Used,Good Deal,26140,0.0,Bad,2.0,68226,Medium Price
641,641,2009 Subaru Tribeca Limited 5-Passenger,2009,Subaru,Spitzer Motors,Used,Used,Great Deal,73520,2.8,Two Star,17.0,10778,Low Price
642,642,2020 Toyota Tundra SR5,2020,Toyota,Jones GMC,Used,Used,Good Deal,43423,4.2,Four Star,94.0,43955,Low Price
643,643,2022 GMC Sierra 1500 AT4X,2022,GMC,Jones GMC,Used,Used,Good Deal,19598,4.2,Four Star,94.0,66857,Medium Price
644,644,2022 Acura TLX A-Spec,2022,Acura,West Herr Acura of Buffalo,Used,Used,Good Deal,13646,4.9,Four Star,184.0,37513,Low Price
645,645,2012 Chevrolet Camaro 2SS,2012,Chevrolet,West Herr Chevrolet of Williamsville,Used,Used,Good Deal,24248,4.8,Four Star,451.0,26924,Low Price
646,646,2014 Chevrolet Silverado 1500 LTZ,2014,Chevrolet,West Herr Chevrolet of Williamsville,Used,Used,Good Deal,45118,4.8,Four Star,451.0,29445,Low Price
647,647,2017 Toyota Camry XLE,2017,Toyota,West Chevrolet,Used,Used,Good Deal,48619,4.6,Four Star,240.0,20141,Low Price
648,648,2015 Chevrolet Silverado 1500 LTZ,2015,Chevrolet,West Herr Honda,Used,Used,Good Deal,83252,4.8,Four Star,611.0,27983,Low Price
649,649,2018 Land Rover Range Rover Velar P380 SE R-Dynamic,2018,Land,Basil Toyota,Used,Used,Good Deal,72944,4.4,Four Star,742.0,37146,Low Price
650,650,2024 Volkswagen Atlas Cross Sport 2.0T SE w/Technology,2024,Volkswagen,Hendrick Volkswagen Frisco,New,New,Other Deal,0,0.0,Bad,390.0,42981,Low Price
651,651,2019 Jaguar F-PACE S,2019,Jaguar,Basil Toyota,Used,Used,Great Deal,44322,4.4,Four Star,742.0,40302,Low Price
652,652,2021 GMC Yukon SLT,2021,GMC,Friendship Chrysler Jeep Dodge RAM,Used,Used,Great Deal,70952,3.2,Three Star,499.0,48779,Low Price
653,653,2023 Jeep Grand Cherokee Limited,2023,Jeep,Friendship Chrysler Jeep Dodge RAM,Used,Used,Great Deal,3934,3.2,Three Star,499.0,41986,Low Price
654,654,2017 Nissan Titan ,2017,Nissan,Tri-Lakes Chrysler Dodge Jeep Ford,Used,Used,Fair Deal,55255,4.9,Four Star,749.0,32654,Low Price
655,655,2021 Toyota Tacoma TRD Off Road,2021,Toyota,Luther Chrysler Jeep Dodge RAM,Used,Used,Fair Deal,12296,0.0,Bad,29.0,42995,Low Price
656,656,2016 Chevrolet Malibu LS,2016,Chevrolet,Capital City Nissan,Used,Used,Good Deal,84939,4.1,Four Star,1023.0,14155,Low Price
657,657,2020 Lexus RX 350 Base,2020,Lexus,Friendship Hyundai of Bristol,Used,Used,Good Deal,16756,2.6,Two Star,171.0,38990,Low Price
658,658,2014 Toyota Land Cruiser V8,2014,Toyota,BMW VW of Topeka,Used,Used,Fair Deal,142218,4.5,Four Star,206.0,41306,Low Price
659,659,2019 BMW X5 xDrive40i,2019,BMW,BMW VW of Topeka,BMW Certified,Brand_New,Good Deal,37731,4.5,Four Star,206.0,44303,Low Price
660,660,2003 Chevrolet Blazer Xtreme,2003,Chevrolet,Ramey Motors,Used,Used,Great Deal,142239,3.6,Three Star,58.0,7350,Low Price
661,661,2007 Chevrolet Corvette Base,2007,Chevrolet,Homer Skelton Chrysler Dodge Jeep RAM,Used,Used,Fair Deal,66011,4.0,Four Star,185.0,25641,Low Price
662,662,2018 Chevrolet Suburban LT,2018,Chevrolet,Victory Chevrolet of Garnett,Used,Used,Great Deal,87247,0.0,Bad,1.0,33500,Low Price
663,663,2015 Dodge Dart SXT,2015,Dodge,Victory Chevrolet of Garnett,Used,Used,Great Deal,104164,0.0,Bad,1.0,8995,Low Price
664,664,2019 INFINITI QX80 Luxe,2019,INFINITI,Victory Ford of Garnett,Used,Used,Good Deal,76913,4.5,Four Star,6.0,30995,Low Price
665,665,2021 Ford F-150 XL,2021,Ford,Victory Ford of Garnett,Used,Used,Great Deal,46378,4.5,Four Star,6.0,24981,Low Price
666,666,2017 Ford F-150 XLT,2017,Ford,Victory Ford of Garnett,Used,Used,Great Deal,59924,4.5,Four Star,6.0,28995,Low Price
667,667,2020 Ford Explorer XLT,2020,Ford,Victory Ford of Garnett,Used,Used,Great Deal,42452,4.5,Four Star,6.0,25995,Low Price
668,668,2000 Buick LeSabre Custom,2000,Buick,Rocky Top Motors,Used,Used,Fair Deal,147457,0.0,Bad,0.0,3410,Low Price
669,669,2014 Ford F-150 FX4,2014,Ford,AutoNation CDJR FIAT Johnson City,Used,Used,Good Deal,46436,4.4,Four Star,997.0,28989,Low Price
670,670,2021 Lincoln Nautilus Reserve,2021,Lincoln,Anderson Ford Lincoln,Used,Used,Good Deal,60529,3.2,Three Star,622.0,37000,Low Price
671,671,2024 Hyundai Palisade Calligraphy,2024,Hyundai,Suntrup Hyundai South,New,New,Other Deal,0,0.0,Bad,390.0,54150,Medium Price
672,672,2017 Lexus GX 460 Base,2017,Lexus,Husker Auto Group,Used,Used,Great Deal,83652,3.3,Three Star,673.0,29698,Low Price
673,673,2020 Lexus GX 460 Base,2020,Lexus,Billion Auto - Buick GMC,Used,Used,Great Deal,83155,3.4,Three Star,212.0,36995,Low Price
674,674,2021 Lexus GX 460 GX 460 Premium,2021,Lexus,Lexus of Lincoln,Used,Used,Good Deal,33780,4.5,Four Star,49.0,50000,Low Price
675,675,2021 Lexus LX 570 Three-Row,2021,Lexus,Lexus of Lincoln,Used,Used,Good Deal,26357,4.5,Four Star,49.0,82000,Medium Price
676,676,2016 Volkswagen Golf R 4-Door,2016,Volkswagen,Lexus of Lincoln,Used,Used,Good Deal,37306,4.5,Four Star,49.0,29500,Low Price
677,677,2017 Honda Ridgeline Black Edition,2017,Honda,Audi Sioux Falls,Used,Used,Good Deal,33356,0.0,Bad,0.0,32695,Low Price
678,678,2016 Kia Soul EV PLUS,2016,Kia,Baxter Toyota Lincoln,Used,Used,Great Deal,29467,4.9,Four Star,2069.0,10900,Low Price
679,679,2022 Toyota Tundra SR5,2022,Toyota,Wolfchase Hyundai,Used,Used,Great Deal,14247,3.9,Three Star,721.0,45000,Low Price
680,680,2014 Hyundai Veloster Turbo,2014,Hyundai,AutoNation Ford Wolfchase,Used,Used,Great Deal,30810,4.6,Four Star,1551.0,13322,Low Price
681,681,2017 Porsche 911 Carrera,2017,Porsche,Gossett Porsche VW,Porsche Certified,Brand_New,Great Deal,19008,0.0,Bad,33.0,89994,Medium Price
682,682,2021 Audi S5 3.0T Prestige,2021,Audi,Audi of Memphis,Used,Used,Good Deal,48622,2.3,Two Star,58.0,49751,Low Price
683,683,2022 Toyota Supra 3.0,2022,Toyota,Chrysler Dodge Jeep Ram of Elizabethton,Used,Used,Fair Deal,28000,0.0,Bad,1.0,55194,Medium Price
684,684,2021 Ford Mustang Mach-E Premium,2021,Ford,Orleans Ford,Used,Used,Great Deal,14099,4.4,Four Star,803.0,40499,Low Price
685,685,2020 Ford Expedition Limited,2020,Ford,Orleans Ford,Used,Used,Good Deal,11529,4.4,Four Star,803.0,59499,Medium Price
686,686,2019 Nissan Titan SV,2019,Nissan,Orleans Ford,Used,Used,Good Deal,73434,4.4,Four Star,803.0,30000,Low Price
687,687,2016 Chevrolet Silverado 2500 WT,2016,Chevrolet,Upstate Chevrolet,Used,Used,Good Deal,84637,3.8,Three Star,101.0,27852,Low Price
688,688,2013 Toyota Tundra Grade,2013,Toyota,Upstate Chevrolet,Used,Used,Great Deal,113099,3.8,Three Star,101.0,20900,Low Price
689,689,1990 Cadillac DeVille ,1990,Cadillac,Upstate Chevrolet,Used,Used,Great Deal,48434,3.8,Three Star,101.0,17989,Low Price
690,690,1992 Chevrolet 1500 BASE,1992,Chevrolet,Upstate Chevrolet,Used,Used,Fair Deal,42408,3.8,Three Star,101.0,29985,Low Price
691,691,1991 Geo Tracker ,1991,Geo,Upstate Chevrolet,Used,Used,Great Deal,48832,3.8,Three Star,101.0,18989,Low Price
692,692,2023 Kia Telluride EX X-Line,2023,Kia,Kia Delray,New,New,Other Deal,0,0.0,Bad,390.0,47770,Low Price
693,693,2015 Chevrolet Silverado 2500 LT,2015,Chevrolet,CrazyCheapCars.com,Used,Used,Good Deal,42137,3.8,Three Star,1137.0,36456,Low Price
694,694,2019 Volvo XC90 T6 Inscription,2019,Volvo,AutoNation GMC Mendenhall,Used,Used,Good Deal,44958,4.4,Four Star,252.0,34898,Low Price
695,695,2019 Lincoln Navigator Reserve,2019,Lincoln,Zoellner Ford Lincoln Beatrice,Used,Used,Fair Deal,95410,0.0,Bad,0.0,41999,Low Price
696,696,2022 Toyota Highlander XSE,2022,Toyota,Toyota of Cleveland,Used,Used,Fair Deal,49783,5.0,Five Star,4631.0,42994,Low Price
697,697,2021 Lexus GX 460 Base,2021,Lexus,Greenway Chrysler Dodge Jeep RAM of Florence,Used,Used,Good Deal,32035,4.3,Four Star,524.0,49415,Low Price
698,698,2021 Volkswagen Jetta 1.4T S,2021,Volkswagen,Village Volkswagen of Chattanooga,Volkswagen Certified,Brand_New,Great Deal,26190,4.8,Four Star,1154.0,19254,Low Price
699,699,2020 Mitsubishi Outlander PHEV SEL,2020,Mitsubishi,Five Star Mitsubishi,Used,Used,Great Deal,34819,4.9,Four Star,132.0,25998,Low Price
700,700,2020 Toyota Tundra Limited,2020,Toyota,Five Star Mitsubishi,Used,Used,Good Deal,35939,4.9,Four Star,132.0,41998,Low Price
701,701,2020 Cadillac XT5 Luxury,2020,Cadillac,Five Star Mitsubishi,Used,Used,Good Deal,38504,4.9,Four Star,132.0,27698,Low Price
702,702,2022 Kia Niro EV EX,2022,Kia,Stuckey Ford,Used,Used,Great Deal,18230,4.1,Four Star,9.0,23997,Low Price
703,703,2023 Chevrolet Tahoe Z71,2023,Chevrolet,Stuckey Ford,Used,Used,Good Deal,8080,4.1,Four Star,9.0,72997,Medium Price
704,704,2019 Mazda CX-3 Sport,2019,Mazda,Stuckey Ford,Used,Used,Great Deal,9361,4.1,Four Star,9.0,19797,Low Price
705,705,2020 Chevrolet Colorado ZR2,2020,Chevrolet,Stuckey Subaru,Used,Used,Great Deal,38923,3.9,Three Star,623.0,34497,Low Price
706,706,2024 BMW X7 xDrive40i,2024,BMW,Land Rover of Chattanooga,Used,Used,Good Deal,5184,0.0,Bad,15.0,96252,Medium Price
707,707,2022 Toyota Highlander L,2022,Toyota,INFINITI of Chattanooga,Used,Used,Good Deal,36699,4.6,Four Star,206.0,31927,Low Price
708,708,2022 Genesis G90 3.3T Premium,2022,Genesis,INFINITI of Chattanooga,Used,Used,Fair Deal,25282,4.6,Four Star,206.0,59531,Medium Price
709,709,2019 Lexus ES 350 F Sport,2019,Lexus,INFINITI of Chattanooga,Used,Used,Great Deal,32067,4.6,Four Star,206.0,34512,Low Price
