,Id,Model_Name,Model_Year,Brand_Name,Delaer_Name,Certified,Certified_Group,Deal,Mileage,Rating,Rating_Group,Review,Price,Price_Group
0,0,2024 Hyundai Tucson Limited,2024,Hyundai,Suntrup Hyundai South,New,New,Other Deal,0,0.0,Bad,390.0,40280,Low Price
1,1,2020 BMW X5 xDrive40i,2020,BMW,Ed Napleton Acura Kia,Used,Used,Good Deal,44710,3.6,Three Star,608.0,39894,Low Price
2,2,2021 Acura RDX Advance Package,2021,Acura,Ed Napleton Acura Kia,Acura Certified,Brand_New,Good Deal,25380,3.6,Three Star,608.0,38495,Low Price
3,3,2021 Kia Sorento SX,2021,Kia,Ed Napleton Acura Kia,Kia Certified,Brand_New,Good Deal,26568,3.6,Three Star,608.0,33464,Low Price
4,4,2020 Lincoln Aviator Black Label AWD,2020,Lincoln,Ed Napleton Acura Kia,Used,Used,Good Deal,49383,3.6,Three Star,608.0,45999,Low Price
5,5,2021 Ford Bronco Outer Banks Advanced,2021,Ford,Ed Napleton Acura Kia,Used,Used,Good Deal,28532,3.6,Three Star,608.0,41994,Low Price
6,6,2017 Ford Focus RS Base,2017,Ford,Ed Napleton Acura Kia,Used,Used,Great Deal,67813,3.6,Three Star,608.0,27692,Low Price
7,7,2016 Ford Shelby GT350 Base,2016,Ford,Ed Napleton Acura Kia,Used,Used,Great Deal,33703,3.6,Three Star,608.0,46995,Low Price
8,8,2020 Kia Telluride EX,2020,Kia,Ed Napleton Acura Kia,Kia Certified,Brand_New,Good Deal,45055,3.6,Three Star,608.0,34495,Low Price
9,9,2020 Audi A4 45 Premium,2020,Audi,Ed Napleton Acura Kia,Used,Used,Good Deal,29867,3.6,Three Star,608.0,27997,Low Price
10,10,2020 BMW 540 i xDrive,2020,BMW,Ed Napleton Acura Kia,Used,Used,Great Deal,24825,3.6,Three Star,608.0,38997,Low Price
11,11,2018 Acura MDX 3.5L w/Technology Package,2018,Acura,Ed Napleton Acura Kia,Acura Certified,Brand_New,Good Deal,59496,3.6,Three Star,608.0,27961,Low Price
12,12,2016 Acura RDX Base,2016,Acura,Ed Napleton Acura Kia,Used,Used,Good Deal,132643,3.6,Three Star,608.0,14787,Low Price
13,13,2022 Honda Accord Hybrid Touring,2022,Honda,Ed Napleton Acura Kia,Used,Used,Great Deal,25209,3.6,Three Star,608.0,30997,Low Price
14,14,2022 Kia EV6 GT-Line,2022,Kia,Ed Napleton Acura Kia,Kia Certified,Brand_New,Good Deal,12259,3.6,Three Star,608.0,39994,Low Price
15,15,2020 Acura ILX Premium Package,2020,Acura,Ed Napleton Acura Kia,Acura Certified,Brand_New,Great Deal,32095,3.6,Three Star,608.0,22996,Low Price
16,16,2020 Toyota Camry Hybrid XLE,2020,Toyota,Oakbrook Toyota in Westmont,Toyota Certified,Brand_New,Good Deal,35300,4.5,Four Star,2531.0,29805,Low Price
17,17,2021 Hyundai Palisade Calligraphy,2021,Hyundai,Oakbrook Toyota in Westmont,Used,Used,Good Deal,22227,4.5,Four Star,2531.0,42979,Low Price
18,18,2021 Toyota Highlander Hybrid Limited,2021,Toyota,Oakbrook Toyota in Westmont,Toyota Certified,Brand_New,Good Deal,23808,4.5,Four Star,2531.0,47479,Low Price
19,19,2020 Lexus UX 250h Base,2020,Lexus,Oakbrook Toyota in Westmont,Used,Used,Good Deal,43855,4.5,Four Star,2531.0,29999,Low Price
20,20,2022 Toyota Tundra SR5,2022,Toyota,Oakbrook Toyota in Westmont,Used,Used,Good Deal,2475,4.5,Four Star,2531.0,49999,Low Price
21,21,2023 Nissan Leaf SV PLUS,2023,Nissan,Ken Ganley Nissan Medina,New,New,Other Deal,0,0.0,Bad,390.0,36906,Low Price
22,22,2020 Lexus LS 500 Base,2020,Lexus,McGrath Lexus of Westmont,Used,Used,Good Deal,34840,4.9,Four Star,2074.0,59790,Medium Price
23,23,2019 Lexus LX 570 570,2019,Lexus,McGrath Lexus of Westmont,Used,Used,Good Deal,53290,4.9,Four Star,2074.0,67390,Medium Price
24,24,2019 Lexus LS 500 500,2019,Lexus,McGrath Lexus of Westmont,Used,Used,Good Deal,33050,4.9,Four Star,2074.0,54490,Medium Price
25,25,2017 BMW 740 i xDrive,2017,BMW,McGrath Lexus of Westmont,Used,Used,Good Deal,72054,4.9,Four Star,2074.0,28410,Low Price
26,26,2010 Chevrolet Corvette ZR-1,2010,Chevrolet,Midwest Car Connect,Used,Used,Fair Deal,11001,0.0,Bad,56.0,92995,Medium Price
27,27,2021 Audi SQ8 4.0T quattro Premium Plus,2021,Audi,Audi Westmont,Audi Certified,Brand_New,Great Deal,23595,4.7,Four Star,1586.0,78524,Medium Price
28,28,2020 Audi S5 3.0T Premium Plus,2020,Audi,Audi Westmont,Audi Certified,Brand_New,Good Deal,11542,4.7,Four Star,1586.0,47024,Low Price
29,29,2020 Audi A6 55 Premium Plus,2020,Audi,Audi Westmont,Used,Used,Good Deal,27859,4.7,Four Star,1586.0,36000,Low Price
30,30,2018 Ford Explorer Platinum,2018,Ford,Audi Westmont,Used,Used,Great Deal,62824,4.7,Four Star,1586.0,29400,Low Price
31,31,2020 BMW M340 i xDrive,2020,BMW,MINI of Glencoe North Shore,Used,Used,Great Deal,43382,4.8,Four Star,268.0,42495,Low Price
32,32,2023 Mercedes-Benz AMG GLB 35 Base,2023,Mercedes-Benz,Mercedes-Benz of Westmont,Mercedes-Benz Certified,Brand_New,Good Deal,3331,4.6,Four Star,1179.0,58877,Medium Price
33,33,2014 Jaguar F-TYPE S,2014,Jaguar,Mercedes-Benz of Westmont,Used,Used,Great Deal,16082,4.6,Four Star,1179.0,32795,Low Price
34,34,2022 Mercedes-Benz GLA 250 Base 4MATIC,2022,Mercedes-Benz,Mercedes-Benz of Westmont,Mercedes-Benz Certified,Brand_New,Good Deal,5909,4.6,Four Star,1179.0,38577,Low Price
35,35,2022 Mercedes-Benz GLB 250 Base,2022,Mercedes-Benz,Mercedes-Benz of Westmont,Mercedes-Benz Certified,Brand_New,Good Deal,6226,4.6,Four Star,1179.0,39977,Low Price
36,36,2021 Toyota Sequoia SR5,2021,Toyota,Mercedes-Benz of Westmont,Used,Used,Good Deal,70834,4.6,Four Star,1179.0,41995,Low Price
37,37,2020 Porsche Cayenne S Coupe AWD,2020,Porsche,Mercedes-Benz of Westmont,Used,Used,Good Deal,38484,4.6,Four Star,1179.0,67995,Medium Price
38,38,2022 Porsche Panamera Platinum Edition,2022,Porsche,Napleton Porsche of Westmont,Porsche Certified,Brand_New,Good Deal,3609,4.8,Four Star,810.0,92000,Medium Price
39,39,2019 Audi e-tron Premium Plus,2019,Audi,Napleton Porsche of Westmont,Used,Used,Fair Deal,13941,4.8,Four Star,810.0,37000,Low Price
40,40,2022 Porsche Panamera Platinum Edition,2022,Porsche,Napleton Porsche of Westmont,Porsche Certified,Brand_New,Good Deal,11137,4.8,Four Star,810.0,96000,Medium Price
41,41,2019 Mercedes-Benz S-Class S 560 4MATIC,2019,Mercedes-Benz,Napleton Porsche of Westmont,Used,Used,Great Deal,39315,4.8,Four Star,810.0,51000,Medium Price
42,42,2024 Volkswagen Atlas Cross Sport 2.0T SEL R-Line,2024,Volkswagen,Kempthorn Volkswagen,New,New,Other Deal,0,0.0,Bad,390.0,50946,Medium Price
43,43,2022 Porsche 718 Cayman S,2022,Porsche,Napleton Porsche of Westmont,Porsche Certified,Brand_New,Fair Deal,790,4.8,Four Star,810.0,89000,Medium Price
44,44,2022 BMW X6 M50i,2022,BMW,Napleton Porsche of Westmont,Used,Used,Good Deal,20502,4.8,Four Star,810.0,78000,Medium Price
45,45,2022 Chevrolet Corvette Stingray w/3LT,2022,Chevrolet,Napleton Porsche of Westmont,Used,Used,Good Deal,5532,4.8,Four Star,810.0,89000,Medium Price
46,46,2021 Porsche Cayenne GTS,2021,Porsche,Napleton Porsche of Westmont,Porsche Certified,Brand_New,Good Deal,12119,4.8,Four Star,810.0,99000,Medium Price
47,47,2019 Mercedes-Benz AMG GT 63 4-Door,2019,Mercedes-Benz,Ultimo Motors North Shore,Used,Used,Great Deal,20857,2.1,Two Star,79.0,94990,Medium Price
48,48,1999 Jaguar XK8 ,1999,Jaguar,Xchange Motors,Used,Used,Great Deal,63467,0.0,Bad,7.0,9985,Low Price
49,49,2015 Honda Pilot EX-L,2015,Honda,DriveTime of South Chicago,Used,Used,Good Deal,85023,0.0,Bad,390.0,20295,Low Price
50,50,2019 Mercedes-Benz AMG GT 63 S 4-Door,2019,Mercedes-Benz,Ultimo Motors East,Used,Used,Great Deal,22703,3.6,Three Star,143.0,107900,High Price
51,51,2021 Porsche 718 Boxster Base,2021,Porsche,Ultimo Motors East,Used,Used,Good Deal,14728,3.6,Three Star,143.0,71900,Medium Price
52,52,2019 Mercedes-Benz AMG GT 63 4-Door,2019,Mercedes-Benz,Ultimo Motors East,Used,Used,Great Deal,12025,3.6,Three Star,143.0,97900,Medium Price
53,53,2018 Audi A5 2.0T Premium,2018,Audi,Ultimo Motors East,Used,Used,Good Deal,28575,3.6,Three Star,143.0,33900,Low Price
54,54,2018 BMW 540 i xDrive,2018,BMW,Ultimo Motors East,Used,Used,Good Deal,47017,3.6,Three Star,143.0,32900,Low Price
55,55,2011 Chevrolet Corvette ZR-1,2011,Chevrolet,Ultimo Motors East,Used,Used,Great Deal,19062,3.6,Three Star,143.0,79900,Medium Price
56,56,2021 Mercedes-Benz AMG C 63 Base,2021,Mercedes-Benz,Ultimo Motors East,Used,Used,Fair Deal,20596,3.6,Three Star,143.0,65900,Medium Price
57,57,2023 Chevrolet Corvette Stingray w/3LT,2023,Chevrolet,Ultimo Motors East,Used,Used,Good Deal,6512,3.6,Three Star,143.0,97900,Medium Price
58,58,2021 Toyota Tacoma SR5,2021,Toyota,Toyota on Edens,Toyota Certified,Brand_New,Good Deal,55961,3.9,Three Star,393.0,32333,Low Price
59,59,2021 Toyota Venza LE,2021,Toyota,Toyota on Edens,Toyota Certified,Brand_New,Good Deal,23228,3.9,Three Star,393.0,33128,Low Price
60,60,2017 Kia Optima LX,2017,Kia,Advance 1 Auto Group,Used,Used,Great Deal,100000,0.0,Bad,0.0,8900,Low Price
61,61,2016 RAM 1500 Longhorn,2016,RAM,United Auto Exchange,Used,Used,Fair Deal,102987,4.1,Four Star,97.0,30895,Low Price
62,62,2014 Ford F-150 XL,2014,Ford,United Auto Exchange,Used,Used,Good Deal,36294,4.1,Four Star,97.0,18895,Low Price
63,63,2023 Chevrolet Blazer RS,2023,Chevrolet,Morrie's Forest Lake Chevrolet,New,New,Other Deal,0,0.0,Bad,390.0,48365,Low Price
64,64,2012 Jaguar XK Base,2012,Jaguar,United Auto Exchange,Used,Used,Fair Deal,70491,4.1,Four Star,97.0,24895,Low Price
65,65,2018 Ford F-150 Lariat,2018,Ford,United Auto Exchange,Used,Used,Good Deal,74774,4.1,Four Star,97.0,36895,Low Price
66,66,2018 RAM 1500 Sport,2018,RAM,United Auto Exchange,Used,Used,Good Deal,110171,4.1,Four Star,97.0,28495,Low Price
67,67,2016 Ford F-150 XL,2016,Ford,United Auto Exchange,Used,Used,Good Deal,60318,4.1,Four Star,97.0,17895,Low Price
68,68,2016 INFINITI QX80 Base,2016,INFINITI,United Auto Exchange,Used,Used,Great Deal,119158,4.1,Four Star,97.0,22995,Low Price
69,69,2016 Volvo V60 T5 Premier,2016,Volvo,United Auto Exchange,Used,Used,Great Deal,94480,4.1,Four Star,97.0,14995,Low Price
70,70,2021 Mercedes-Benz GLE 450 4MATIC,2021,Mercedes-Benz,Napleton Aston Martin Maserati,Used,Used,Good Deal,14576,4.8,Four Star,957.0,62200,Medium Price
71,71,2022 Audi RS 6 Avant 4.0T quattro,2022,Audi,Napleton Aston Martin Maserati,Used,Used,Good Deal,5563,4.8,Four Star,957.0,118800,High Price
72,72,2023 Maserati Grecale Modena,2023,Maserati,Napleton Aston Martin Maserati,Maserati Certified,Brand_New,Fair Deal,7911,4.8,Four Star,957.0,69000,Medium Price
73,73,2010 Aston Martin V8 Vantage ,2010,Aston,Napleton Aston Martin Maserati,Used,Used,Great Deal,19959,4.8,Four Star,957.0,57177,Medium Price
74,74,2020 Mercedes-Benz GLE 350 Base 4MATIC,2020,Mercedes-Benz,Napleton Aston Martin Maserati,Used,Used,Good Deal,37032,4.8,Four Star,957.0,44500,Low Price
75,75,2012 Ford Escape Limited,2012,Ford,Net Motorcars,Used,Used,Good Deal,95634,4.6,Four Star,123.0,12250,Low Price
76,76,2018 Toyota Highlander XLE,2018,Toyota,Advantage Toyota of River Oaks,Toyota Certified,Brand_New,Good Deal,65957,4.2,Four Star,462.0,28973,Low Price
77,77,2016 Mercedes-Benz S-Class S 550 4MATIC,2016,Mercedes-Benz,Advantage Toyota of River Oaks,Used,Used,Great Deal,56598,4.2,Four Star,462.0,47373,Low Price
78,78,2020 BMW X5 xDrive40i,2020,BMW,Advantage Toyota of River Oaks,Used,Used,Good Deal,20765,4.2,Four Star,462.0,47473,Low Price
79,79,2013 Nissan Juke S,2013,Nissan,Napleton River Oaks Hyundai Kia,Used,Used,Great Deal,100829,3.6,Three Star,97.0,9500,Low Price
80,80,2020 Porsche 911 Carrera S,2020,Porsche,94 Nissan Of South Holland,Used,Used,Fair Deal,8294,4.7,Four Star,2738.0,139546,High Price
81,81,2011 Chevrolet Camaro 2LT,2011,Chevrolet,Auto House Motors,Used,Used,Good Deal,67157,3.8,Three Star,80.0,14490,Low Price
82,82,2012 Volkswagen Passat 3.6 SE,2012,Volkswagen,Auto House Motors,Used,Used,Great Deal,95112,3.8,Three Star,80.0,9890,Low Price
83,83,2014 Toyota Camry LE,2014,Toyota,Auto House Motors,Used,Used,Good Deal,91034,3.8,Three Star,80.0,12990,Low Price
84,84,2021 Jeep Compass Trailhawk,2021,Jeep,Bill Kay Downers Grove Nissan,Used,Used,Good Deal,33569,4.7,Four Star,2511.0,24900,Low Price
85,85,2005 Dodge Durango ST,2005,Dodge,Rt. 34 Motorsports,Used,Used,Great Deal,141267,2.3,Two Star,29.0,4888,Low Price
86,86,2001 Honda Civic LX,2001,Honda,Rt. 34 Motorsports,Used,Used,Good Deal,117850,2.3,Two Star,29.0,4888,Low Price
87,87,2015 Toyota Avalon XLE Touring,2015,Toyota,Rt. 34 Motorsports,Used,Used,Great Deal,106812,2.3,Two Star,29.0,13777,Low Price
88,88,2018 Volvo S90 T5 Momentum,2018,Volvo,Rt. 34 Motorsports,Used,Used,Great Deal,39129,2.3,Two Star,29.0,25888,Low Price
89,89,2017 Ford F-350 Lariat Super Duty,2017,Ford,Castle Chevrolet North,Used,Used,Good Deal,68007,4.8,Four Star,754.0,53777,Medium Price
90,90,2020 Chevrolet Silverado 1500 Custom,2020,Chevrolet,Castle Chevrolet North,Chevrolet Certified,Brand_New,Good Deal,32118,4.8,Four Star,754.0,36977,Low Price
91,91,2019 Audi Q7 55 Prestige,2019,Audi,Genesis of Downers Grove,Used,Used,Fair Deal,49664,0.0,Bad,0.0,39997,Low Price
92,92,2022 Cadillac CT5 Premium Luxury AWD,2022,Cadillac,Volkswagen of Palatine,Used,Used,Good Deal,9091,0.0,Bad,1.0,44587,Low Price
93,93,2015 RAM 3500 Longhorn,2015,RAM,Napleton's River Oaks Chrysler Jeep Dodge RAM,Used,Used,Great Deal,171703,4.8,Four Star,1248.0,31000,Low Price
94,94,2019 Acura MDX 3.5L w/Technology Package,2019,Acura,Pugi Hyundai,Used,Used,Great Deal,70514,4.8,Four Star,1230.0,27767,Low Price
95,95,2020 Mercedes-Benz AMG GT C,2020,Mercedes-Benz,Ultimate Motor Cars,Used,Used,Great Deal,19510,3.0,Three Star,189.0,114000,High Price
96,96,2020 Lexus GS 350 F Sport,2020,Lexus,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars",Used,Used,Good Deal,49782,4.8,Four Star,247.0,35496,Low Price
97,97,2022 Land Rover Defender 90 S,2022,Land,"International Autos Jaguar, Land Rover, Subaru, Volvo Cars",Used,Used,Good Deal,13341,4.8,Four Star,247.0,55814,Medium Price
98,98,2020 Land Rover Defender FIRST EDITION,2020,Land,Auto's of Chicago,Used,Used,Good Deal,13753,4.2,Four Star,69.0,70155,Medium Price
99,99,2021 Chevrolet Traverse LT Leather,2021,Chevrolet,Phillips Chevrolet of Lansing,Chevrolet Certified,Brand_New,Good Deal,63458,5.0,Five Star,5718.0,29605,Low Price
100,100,2022 GMC Canyon Elevation,2022,GMC,Apple Chevrolet,GMC Certified,Brand_New,Good Deal,7644,4.4,Four Star,652.0,38400,Low Price
101,101,2020 Chevrolet Blazer 2LT,2020,Chevrolet,Apple Chevrolet,Chevrolet Certified,Brand_New,Good Deal,38198,4.4,Four Star,652.0,25388,Low Price
102,102,2020 Nissan Pathfinder S,2020,Nissan,Glendale Nissan,Nissan Certified,Brand_New,Good Deal,32641,2.2,Two Star,231.0,24892,Low Price
103,103,2007 Saturn Sky Base,2007,Saturn,Greater Chicago Motors,Used,Used,Fair Deal,41823,4.5,Four Star,678.0,14995,Low Price
104,104,2012 Lexus GX 460 Premium,2012,Lexus,Cornerstone Plymouth,Used,Used,Great Deal,132176,0.0,Bad,390.0,19000,Low Price
105,105,2021 GMC Acadia SLT,2021,GMC,Sunrise Chevrolet of Glendale Heights,GMC Certified,Brand_New,Good Deal,44684,4.9,Four Star,3241.0,32986,Low Price
106,106,2019 Chevrolet Blazer RS,2019,Chevrolet,Sunrise Chevrolet of Glendale Heights,Chevrolet Certified,Brand_New,Good Deal,62706,4.9,Four Star,3241.0,27486,Low Price
107,107,2017 Ford Mustang GT Premium,2017,Ford,Bill Kay Chevrolet,Used,Used,Great Deal,22718,4.5,Four Star,2213.0,34499,Low Price
108,108,2018 Buick Regal Sportback Preferred,2018,Buick,Bill Kay Chevrolet,Used,Used,Great Deal,13620,4.5,Four Star,2213.0,21499,Low Price
109,109,2019 Chevrolet Spark LS,2019,Chevrolet,Bill Kay Chevrolet,Used,Used,Good Deal,32254,4.5,Four Star,2213.0,13538,Low Price
110,110,2016 Acura RDX Base,2016,Acura,Bill Kay Chevrolet,Used,Used,Great Deal,87294,4.5,Four Star,2213.0,16699,Low Price
111,111,2023 Jeep Grand Cherokee L Laredo,2023,Jeep,Bill Kay Chevrolet,Used,Used,Great Deal,10957,4.5,Four Star,2213.0,43730,Low Price
112,112,2015 Buick LaCrosse Leather,2015,Buick,Bill Kay Chevrolet,Used,Used,Good Deal,109964,4.5,Four Star,2213.0,13399,Low Price
113,113,2023 Chevrolet Camaro ZL1,2023,Chevrolet,Bill Kay Chevrolet,Used,Used,Good Deal,1107,4.5,Four Star,2213.0,77500,Medium Price
114,114,2020 BMW X1 sDrive28i,2020,BMW,Bill Kay Chevrolet,Used,Used,Good Deal,29063,4.5,Four Star,2213.0,26979,Low Price
115,115,2021 Chevrolet Tahoe Z71,2021,Chevrolet,Bill Kay Chevrolet,Used,Used,Good Deal,43724,4.5,Four Star,2213.0,59997,Medium Price
116,116,2021 Chevrolet Silverado 1500 Custom Trail Boss,2021,Chevrolet,Bill Kay Chevrolet,Used,Used,Good Deal,20784,4.5,Four Star,2213.0,40899,Low Price
117,117,2021 GMC Sierra 1500 Elevation,2021,GMC,Bill Kay Chevrolet,Used,Used,Good Deal,35263,4.5,Four Star,2213.0,44380,Low Price
118,118,2022 Chevrolet Blazer RS,2022,Chevrolet,Jerry Haggerty Chevrolet,Chevrolet Certified,Brand_New,Good Deal,28358,4.9,Four Star,550.0,40995,Low Price
119,119,2021 GMC Acadia SLT,2021,GMC,Jerry Haggerty Chevrolet,GMC Certified,Brand_New,Great Deal,26299,4.9,Four Star,550.0,32395,Low Price
120,120,2015 Chevrolet Tahoe LTZ,2015,Chevrolet,Jerry Haggerty Chevrolet,Used,Used,Good Deal,102789,4.9,Four Star,550.0,27595,Low Price
121,121,2022 GMC Terrain Denali,2022,GMC,Jerry Haggerty Chevrolet,GMC Certified,Brand_New,Great Deal,8575,4.9,Four Star,550.0,36995,Low Price
122,122,2022 Chevrolet Bolt EUV Premier,2022,Chevrolet,Jerry Haggerty Chevrolet,Chevrolet Certified,Brand_New,Great Deal,12914,4.9,Four Star,550.0,33595,Low Price
123,123,2022 Chevrolet Tahoe LT,2022,Chevrolet,Jerry Haggerty Chevrolet,Chevrolet Certified,Brand_New,Good Deal,33884,4.9,Four Star,550.0,62995,Medium Price
124,124,2019 Chevrolet Silverado 1500 RST,2019,Chevrolet,Jerry Haggerty Chevrolet,Chevrolet Certified,Brand_New,Good Deal,36839,4.9,Four Star,550.0,38795,Low Price
125,125,2023 Chevrolet Tahoe Z71,2023,Chevrolet,#1 Cochran Chevrolet,New,New,Other Deal,0,0.0,Bad,390.0,73825,Medium Price
126,126,2022 Chevrolet Camaro 2SS,2022,Chevrolet,Jerry Haggerty Chevrolet,Chevrolet Certified,Brand_New,Great Deal,2439,4.9,Four Star,550.0,54595,Medium Price
127,127,2019 Chevrolet Silverado 1500 High Country,2019,Chevrolet,Jerry Haggerty Chevrolet,Used,Used,Good Deal,93974,4.9,Four Star,550.0,38595,Low Price
128,128,2022 Chevrolet Tahoe High Country,2022,Chevrolet,Jerry Haggerty Chevrolet,Chevrolet Certified,Brand_New,Good Deal,10807,4.9,Four Star,550.0,78995,Medium Price
129,129,2020 Chevrolet Traverse LT Leather,2020,Chevrolet,Dick Wickstrom Chevrolet,Chevrolet Certified,Brand_New,Good Deal,33860,4.7,Four Star,669.0,32478,Low Price
130,130,2023 Chevrolet Silverado 2500 Custom,2023,Chevrolet,Dick Wickstrom Chevrolet,Chevrolet Certified,Brand_New,Good Deal,4954,4.7,Four Star,669.0,52999,Medium Price
131,131,2021 Chevrolet Blazer 3LT,2021,Chevrolet,Dick Wickstrom Chevrolet,Chevrolet Certified,Brand_New,Good Deal,46232,4.7,Four Star,669.0,27999,Low Price
132,132,2020 Chevrolet Traverse Premier,2020,Chevrolet,Dick Wickstrom Chevrolet,Chevrolet Certified,Brand_New,Good Deal,28805,4.7,Four Star,669.0,38418,Low Price
133,133,2018 Toyota Highlander XLE,2018,Toyota,Honda of Lisle,Used,Used,Good Deal,60907,4.8,Four Star,4646.0,29500,Low Price
134,134,2023 BMW XM Base,2023,BMW,BMW of Orland Park,Used,Used,Good Deal,366,4.3,Four Star,822.0,143990,High Price
135,135,2021 Lexus RX 350 F SPORT Appearance,2021,Lexus,BMW of Orland Park,Used,Used,Good Deal,40152,4.3,Four Star,822.0,42410,Low Price
136,136,2019 Ford Mustang GT Premium,2019,Ford,BMW of Orland Park,Used,Used,Good Deal,47504,4.3,Four Star,822.0,36997,Low Price
137,137,2019 Lexus GX 460 Base,2019,Lexus,BMW of Orland Park,Used,Used,Good Deal,35320,4.3,Four Star,822.0,37880,Low Price
138,138,2021 BMW X4 xDrive30i,2021,BMW,BMW of Orland Park,Used,Used,Good Deal,44062,4.3,Four Star,822.0,37539,Low Price
139,139,2019 Subaru Outback 2.5i,2019,Subaru,Tasca Chevrolet,Used,Used,Good Deal,50792,4.6,Four Star,2610.0,21893,Low Price
140,140,2011 Porsche Panamera 4,2011,Porsche,Tasca Chevrolet,Used,Used,Good Deal,62048,4.6,Four Star,2610.0,26993,Low Price
141,141,2018 Chevrolet Corvette Grand Sport,2018,Chevrolet,Tasca Chevrolet,Chevrolet Certified,Brand_New,Good Deal,10297,4.6,Four Star,2610.0,64483,Medium Price
142,142,2019 Lexus ES 350 Ultra Luxury,2019,Lexus,Tasca Chevrolet,Used,Used,Great Deal,21799,4.6,Four Star,2610.0,32283,Low Price
143,143,2019 Land Rover Discovery SE,2019,Land,Tasca Chevrolet,Used,Used,Good Deal,39413,4.6,Four Star,2610.0,28483,Low Price
144,144,2023 Porsche Macan S,2023,Porsche,The Porsche Exchange,Porsche Certified,Brand_New,Fair Deal,2567,4.7,Four Star,169.0,82995,Medium Price
145,145,2022 Porsche Taycan Base,2022,Porsche,The Porsche Exchange,Porsche Certified,Brand_New,Great Deal,1981,4.7,Four Star,169.0,90995,Medium Price
146,146,2023 Ford Bronco Big Bend,2023,Ford,Woodhouse Ford of Plattsmouth,New,New,Other Deal,0,0.0,Bad,390.0,48149,Low Price
147,147,2019 Porsche 911 Turbo S,2019,Porsche,The Porsche Exchange,Porsche Certified,Brand_New,Great Deal,4278,4.7,Four Star,169.0,197995,High Price
148,148,2018 Porsche 911 GT3,2018,Porsche,The Porsche Exchange,Porsche Certified,Brand_New,Good Deal,11974,4.7,Four Star,169.0,194995,High Price
149,149,2023 Audi Q7 45 Premium,2023,Audi,The Audi Exchange,Audi Certified,Brand_New,Good Deal,8350,4.6,Four Star,973.0,57430,Medium Price
150,150,2016 Cadillac SRX Luxury Collection,2016,Cadillac,The Audi Exchange,Used,Used,Great Deal,66352,4.6,Four Star,973.0,17787,Low Price
151,151,2020 Volvo S90 T6 R-Design,2020,Volvo,The Audi Exchange,Used,Used,Good Deal,43681,4.6,Four Star,973.0,35587,Low Price
152,152,2023 Audi A4 45 S line Premium Plus,2023,Audi,The Audi Exchange,Audi Certified,Brand_New,Great Deal,2829,4.6,Four Star,973.0,40275,Low Price
153,153,2021 Jeep Grand Cherokee L Limited,2021,Jeep,The Audi Exchange,Used,Used,Great Deal,11533,4.6,Four Star,973.0,39487,Low Price
154,154,2019 Mercedes-Benz E-Class E 450,2019,Mercedes-Benz,The Audi Exchange,Used,Used,Great Deal,53103,4.6,Four Star,973.0,41987,Low Price
155,155,2018 RAM 2500 Power Wagon,2018,RAM,Auto Showcase of Carol Stream,Used,Used,Good Deal,66445,4.0,Four Star,63.0,41995,Low Price
156,156,2018 Jeep Grand Cherokee Trackhawk,2018,Jeep,Auto Showcase of Carol Stream,Used,Used,Good Deal,23220,4.0,Four Star,63.0,84995,Medium Price
157,157,2019 Chevrolet Corvette ZR1,2019,Chevrolet,Auto Showcase of Carol Stream,Used,Used,Good Deal,8988,4.0,Four Star,63.0,179995,High Price
158,158,2013 Volvo C70 T5,2013,Volvo,Auto Showcase of Carol Stream,Used,Used,Fair Deal,35209,4.0,Four Star,63.0,23995,Low Price
159,159,2015 BMW i8 FI EXHAUST - BUTTERFLY DOORS - I DRIVE NAVIGATION - HARMAN KARDO SOUND,2015,BMW,Luxe Motors LLC,Used,Used,Fair Deal,41126,0.0,Bad,1.0,58800,Medium Price
160,160,2018 Mercedes-Benz C-Class C 300 4MATIC,2018,Mercedes-Benz,Zeigler Chevrolet,Used,Used,Good Deal,42351,4.3,Four Star,1302.0,32995,Low Price
161,161,2023 Land Rover Defender 110 X-Dynamic SE,2023,Land,Zeigler Chevrolet,Used,Used,Great Deal,8025,4.3,Four Star,1302.0,77021,Medium Price
162,162,2017 Mercedes-Benz GLE 350 Base 4MATIC,2017,Mercedes-Benz,Lux Cars Chicago,Used,Used,Great Deal,79656,4.3,Four Star,144.0,23795,Low Price
163,163,2018 INFINITI QX60 Base,2018,INFINITI,Lux Cars Chicago,Used,Used,Good Deal,63563,4.3,Four Star,144.0,23698,Low Price
164,164,2008 Mercedes-Benz R-Class R 350 4MATIC,2008,Mercedes-Benz,Lux Cars Chicago,Used,Used,Fair Deal,39372,4.3,Four Star,144.0,16987,Low Price
165,165,2016 BMW 750 i xDrive,2016,BMW,Lux Cars Chicago,Used,Used,Good Deal,58290,4.3,Four Star,144.0,31895,Low Price
166,166,2021 BMW X5 xDrive40i,2021,BMW,Lux Cars Chicago,Used,Used,Good Deal,49828,4.3,Four Star,144.0,41985,Low Price
167,167,2023 Chevrolet Traverse LS,2023,Chevrolet,Gwatney Chevrolet,New,New,Other Deal,0,0.0,Bad,390.0,34556,Low Price
168,168,2012 Mercedes-Benz R-Class R 350 4MATIC,2012,Mercedes-Benz,Lux Cars Chicago,Used,Used,Fair Deal,112430,4.3,Four Star,144.0,11994,Low Price
